City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,rajpipla,21.8667,73.5,30.17,73,0,6.54,IN,1686337692
289,touros,-5.1989,-35.4608,26.91,80,23,5.52,BR,1686337693
290,beaufort west,-32.3567,22.583,10.49,63,2,1.43,ZA,1686337694
291,curuca,-0.7289,-47.8481,28.02,84,4,2.79,BR,1686337694
292,ivdel',60.6911,60.4206,8.09,67,78,2.63,RU,1686337696
293,kone,-21.0595,164.8658,19.55,73,83,1.71,NC,1686337594
294,merizo village,13.2658,144.6691,27.85,97,100,1.45,GU,1686337696
295,oriximina,-1.7656,-55.8661,29.63,66,96,1.92,BR,1686337697
296,umm kaddadah,13.6017,26.6876,34.78,32,35,1.1,SD,1686337697
297,zhangye,38.9342,100.4517,23.29,18,75,2.47,CN,1686337698
298,saint-joseph,-21.3667,55.6167,22.21,80,19,4.37,RE,1686337698
299,polewali,-3.4324,119.3435,24.18,93,51,1.44,ID,1686337698
300,ust-tsilma,65.441,52.1498,7.54,95,100,2.05,RU,1686337699
301,tolanaro,-25.0319,46.9987,21.38,92,0,3.43,MG,1686337699
302,le port,-20.9373,55.2919,23.98,86,2,2.58,RE,1686337699
303,kiruna,67.8557,20.2251,11.51,30,0,3.09,SE,1686337699
304,karratha,-20.7377,116.8463,21.56,47,100,3.47,AU,1686337700
305,puerto madryn,-42.7692,-65.0385,12.38,22,0,5.15,AR,1686337213
306,cambridge,43.3601,-80.3127,22.25,66,100,5.14,CA,1686337437
307,ad dawadimi,24.5077,44.3924,32.09,14,0,2.7,SA,1686337701
308,tarnogskiy gorodok,60.4997,43.5761,5.65,73,15,3.63,RU,1686337701
309,island harbour,50.724,-1.2758,26.02,79,57,7.31,GB,1686337702
310,at taj,24.2049,23.2857,31.32,20,0,6.46,LY,1686337702
311,nema,57.5067,50.5011,12.79,95,100,4.94,RU,1686337702
312,pico truncado,-46.7949,-67.9573,6.57,29,97,3.67,AR,1686337702
313,katpur,21.05,71.7833,29.35,86,0,6.97,IN,1686337703
314,guri-si,37.5986,127.1394,17.82,78,47,1.72,KR,1686337703
315,kalmunai,7.4167,81.8167,27.4,78,100,3.2,LK,1686337703
316,uthal,25.8072,66.6219,29.09,77,99,3.91,PK,1686337703
317,qom,34.6401,50.8764,27.17,33,5,2.84,IR,1686337703
318,acapulco de juarez,16.8634,-99.8901,32.9,58,0,9.77,MX,1686337704
319,kamiiso,41.8167,140.65,14.04,99,100,3.01,JP,1686337704
320,santana,-0.0583,-51.1817,33.1,62,40,4.63,BR,1686337494
321,ormond beach,29.2858,-81.0559,33.95,62,100,1.34,US,1686337229
322,wanxian,30.8039,108.3897,23.88,88,78,0.99,CN,1686337704
323,greenville,35.6127,-77.3663,27.85,38,40,1.79,US,1686337647
324,bonthe,7.5264,-12.505,27.67,79,65,3.68,SL,1686337705
325,nuuk,64.1835,-51.7216,5.34,75,75,11.83,GL,1686337705
326,punta del este,-34.9667,-54.95,17.06,79,75,8.94,UY,1686337705
327,letlhakeng,-24.0944,25.0298,14.98,23,0,4.1,BW,1686337705
328,aripuana,-9.1667,-60.6333,33.71,41,60,1.04,BR,1686337705
329,praia da vitoria,38.7333,-27.0667,18.14,72,26,4.05,PT,1686337706
330,angamacutiro de la union,20.1667,-101.6833,34.41,12,13,1.98,MX,1686337706
331,khanty-mansiysk,61.0042,69.0019,7.06,100,2,0.0,RU,1686337706
332,itacarambi,-15.1022,-44.0919,31.63,31,62,1.7,BR,1686337706
333,vuktyl,63.8567,57.3094,10.5,51,86,6.44,RU,1686337707
334,howrah,22.5892,88.3103,26.0,83,100,2.57,IN,1686337707
335,port moresby,-9.4431,147.1797,23.72,86,58,4.25,PG,1686337707
336,dakhla,23.6848,-15.958,24.01,69,0,7.2,EH,1686337523
337,vorkuta,67.5,64.0,7.12,51,100,5.18,RU,1686337707
338,idri,27.5,13.2667,32.21,21,6,2.91,LY,1686337707
339,chela,34.069,104.4619,10.27,73,100,2.18,CN,1686337708
340,male,4.1748,73.5089,28.97,84,75,3.6,MV,1686337332
341,tanah merah,5.8,102.15,23.95,98,100,0.89,MY,1686337708
342,pyetrykaw,52.1289,28.4921,14.91,95,97,2.62,BY,1686337708
343,holualoa,19.6228,-155.9522,24.91,83,40,3.09,US,1686337608
344,kolokani,13.5728,-8.0339,36.7,18,0,1.73,ML,1686337708
345,rundu,-17.9333,19.7667,19.64,27,0,1.35,NA,1686337709
346,mount isa,-20.7333,139.5,12.87,41,5,3.6,AU,1686337709
347,jincheng,35.5022,112.8328,23.03,28,47,1.92,CN,1686337709
348,new norfolk,-42.7826,147.0587,10.51,75,51,4.06,AU,1686337709
349,leava,-14.3,-178.1667,27.28,76,4,3.52,WF,1686337710
350,fale old settlement,-9.3852,-171.2468,28.0,81,22,5.89,TK,1686337710
351,klyuchi,52.2667,79.1667,17.71,92,100,5.39,RU,1686337521
352,zandvoort,52.3749,4.5341,27.19,44,0,4.12,NL,1686337516
353,boyolangu,-8.1181,111.8935,23.67,90,81,2.13,ID,1686337710
354,buldana,20.5333,76.1833,29.73,51,3,9.35,IN,1686337150
355,imbituba,-28.24,-48.6703,26.03,60,5,1.64,BR,1686337710
356,rabo de peixe,37.8,-25.5833,18.73,77,40,4.12,PT,1686337711
357,guerrero negro,27.9769,-114.0611,19.92,61,6,7.65,MX,1686337711
358,bridgewater,44.3835,-64.5155,16.73,69,46,2.24,CA,1686337711
359,saint-philippe,-21.3585,55.7679,22.77,81,38,5.15,RE,1686337711
360,kasongo-lunda,-6.4667,16.8167,23.08,86,100,1.18,CD,1686337711
361,loango,-4.6719,11.8312,23.11,88,100,3.3,CG,1686337712
362,pohrebyshche,49.4864,29.2636,17.52,69,100,2.44,UA,1686337712
363,muroto-misakicho,33.2833,134.15,21.48,86,100,1.54,JP,1686337712
364,conceicao da barra,-18.5933,-39.7322,24.82,71,0,3.47,BR,1686337417
365,amga,60.8953,131.9608,8.56,98,28,1.09,RU,1686337712
366,abbeville,50.1,1.8333,24.98,74,8,2.79,FR,1686337713
367,alice springs,-23.7,133.8833,1.75,75,0,2.57,AU,1686337713
368,lazaro cardenas,17.9583,-102.2,30.88,58,7,4.97,MX,1686337713
369,kamakwie,9.5,-12.2333,26.24,91,100,2.41,SL,1686337713
370,nurota,40.5614,65.6886,24.35,35,18,6.51,UZ,1686337714
371,zakynthos,37.7914,20.8953,23.62,53,20,2.06,GR,1686337714
372,sultandagi,38.5311,31.2281,17.08,78,100,1.31,TR,1686337714
373,arkhangel'sk,64.5401,40.5433,4.3,80,60,4.3,RU,1686337714
374,mahebourg,-20.4081,57.7,24.16,78,40,3.6,MU,1686337715
375,princeville,45.7668,-61.2985,17.56,93,75,6.17,CA,1686337715
376,ta`u,-14.2336,-169.5144,27.67,79,20,4.21,AS,1686337715
377,sodo,6.8642,37.7628,15.29,84,100,0.98,ET,1686337715
378,christchurch,-43.5333,172.6333,8.86,92,100,0.45,NZ,1686337402
379,saudarkrokur,65.7461,-19.6394,9.32,80,100,4.91,IS,1686337715
380,papao,-17.75,-149.55,26.82,70,24,9.33,PF,1686337716
381,pleiku,13.9833,108.0,20.57,98,100,1.97,VN,1686337599
382,aktau,43.65,51.2,20.32,39,11,1.9,KZ,1686337716
383,la passe,45.5549,-0.8967,24.13,84,12,2.46,FR,1686337716
384,ingeniero jacobacci,-41.3427,-69.5448,6.03,54,0,15.0,AR,1686337716
385,linden,6.0,-58.3,28.38,85,47,1.93,GY,1686337717
386,betio village,1.358,172.9211,27.02,80,100,7.46,KI,1686337717
387,kerikeri,-35.2268,173.9474,7.73,92,90,2.42,NZ,1686337717
388,nizhniy kuranakh,58.8353,125.4869,9.95,95,28,0.99,RU,1686337718
389,novo aripuana,-5.1206,-60.3797,31.03,61,100,1.16,BR,1686337619
390,shingu,33.7333,135.9833,20.36,92,100,3.01,JP,1686337718
391,meihekou,42.5272,125.6753,11.3,93,51,2.39,CN,1686337718
392,st. john's,47.5649,-52.7093,11.49,96,100,3.6,CA,1686337430
393,new plymouth,-39.0667,174.0833,7.67,91,0,1.51,NZ,1686337219
394,baillif,16.0202,-61.7463,30.72,74,8,7.47,GP,1686337719
395,olyokminsk,60.3736,120.4264,10.04,88,97,1.72,RU,1686337719
396,novyy urengoy,66.0833,76.6333,5.2,55,11,2.88,RU,1686337719
397,antsiranana,-12.2787,49.2917,23.96,80,8,5.91,MG,1686337719
398,usogorsk,63.4106,48.6872,5.45,97,100,4.8,RU,1686337719
399,corner brook,48.9667,-57.9484,15.97,72,100,2.28,CA,1686337719
400,fort william,56.8165,-5.1121,20.73,58,87,1.5,GB,1686337719
401,verkhnevilyuysk,63.4453,120.3167,11.33,73,97,2.2,RU,1686337720
402,dongola,19.1667,30.4833,35.91,28,80,5.85,SD,1686337720
403,viljandi,58.3639,25.59,8.9,60,7,2.12,EE,1686337720
404,camana,-16.6228,-72.7111,19.43,72,53,3.24,PE,1686337720
405,chimoio,-19.1164,33.4833,21.92,60,75,0.89,MZ,1686337720
406,boguchany,58.3814,97.4531,16.58,91,6,2.13,RU,1686337721
407,nar'yan-mar,67.6713,53.087,2.15,96,100,7.33,RU,1686337721
408,kailua-kona,19.6406,-155.9956,26.98,83,40,3.09,US,1686337721
409,port lincoln,-34.7333,135.8667,13.79,73,93,3.22,AU,1686337721
410,urucui,-7.2294,-44.5561,35.72,30,55,3.08,BR,1686337721
411,uturoa,-16.7333,-151.4333,27.01,60,100,7.47,PF,1686337721
412,murray bridge,-35.1167,139.2667,11.74,88,16,3.23,AU,1686337721
413,remire-montjoly,4.9167,-52.2667,30.02,66,20,6.17,GF,1686337722
414,abong mbang,3.9833,13.1833,19.83,99,93,0.94,CM,1686337722
415,port macquarie,-31.4333,152.9167,6.05,66,0,2.79,AU,1686337722
416,lokhvytsya,50.3678,33.2602,18.57,69,78,3.0,UA,1686337722
417,kavieng,-2.5744,150.7967,27.22,77,71,1.13,PG,1686337722
418,chonchi,-42.6128,-73.8092,7.56,78,58,4.41,CL,1686337723
419,gagarin,55.5529,34.9954,11.32,83,30,3.58,RU,1686337723
420,medicine hat,50.0501,-110.6683,27.9,33,94,2.24,CA,1686337723
421,emmeloord,52.7108,5.7486,21.67,72,6,5.95,NL,1686337454
422,virginia,37.5481,-77.4467,26.05,42,75,5.14,US,1686337723
423,luganville,-15.5333,167.1667,23.7,71,97,3.94,VU,1686337724
424,mokwa,9.2833,5.05,27.01,70,37,1.63,NG,1686337724
425,mora,11.0461,14.1401,30.59,47,100,2.23,CM,1686337724
426,lesosibirsk,58.2358,92.4828,15.15,97,100,3.91,RU,1686337724
427,lincoln city,44.9582,-124.0179,17.7,88,100,1.34,US,1686337672
428,muromtsevo,56.3724,75.2418,14.56,60,62,1.89,RU,1686337724
429,mangai,-4.05,19.5333,21.23,97,100,1.87,CD,1686337724
430,altamira,-3.2033,-52.2064,30.15,66,38,1.03,BR,1686337725
431,tabou,4.423,-7.3528,25.97,87,55,3.29,CI,1686337725
432,cururupu,-1.8283,-44.8683,28.25,75,24,2.83,BR,1686337725
433,cabedelo,-6.9811,-34.8339,26.37,80,56,6.69,BR,1686337574
434,kostopil',50.8784,26.4519,15.36,96,82,3.45,UA,1686337725
435,bubaque,11.2833,-15.8333,27.64,77,24,6.99,GW,1686337725
436,isla mujeres,21.2311,-86.731,30.09,76,0,5.07,MX,1686337726
437,aconibe,1.2968,10.9369,20.99,97,100,0.44,GQ,1686337726
438,bayanhongor,46.7167,100.1167,11.15,66,73,1.67,MN,1686337726
439,bawku,11.0616,-0.2417,34.14,41,18,3.93,GH,1686337726
440,sola,-13.8833,167.55,25.07,75,100,10.06,VU,1686337726
441,ixtapa,20.7,-105.2,29.57,66,0,5.66,MX,1686337726
442,mana,5.6592,-53.7767,28.2,75,25,3.76,GF,1686337726
443,dame-marie,18.5667,-74.4167,30.59,61,85,1.99,HT,1686337727
444,domanic,39.8,29.6167,14.67,95,46,1.22,TR,1686337727
445,margate,51.3813,1.3862,19.61,84,3,4.47,GB,1686337689
446,westport,41.1415,-73.3579,22.75,61,40,5.14,US,1686337518
447,buta,2.7858,24.73,21.73,96,98,0.83,CD,1686337727
448,campamento,14.55,-86.65,35.34,29,64,1.53,HN,1686337727
449,shahrud,36.4182,54.9763,16.51,71,0,3.8,IR,1686337727
450,north bend,43.4065,-124.2243,17.36,88,100,4.63,US,1686337513
451,gulf shores,30.246,-87.7008,35.16,65,18,4.02,US,1686337612
452,hilton head island,32.2163,-80.7526,28.32,71,40,2.57,US,1686337623
453,buenavista,8.9769,125.4089,25.12,88,100,1.5,PH,1686337728
454,barillas,15.8036,-91.3158,30.08,30,100,2.72,GT,1686337728
455,hohhot,40.8106,111.6522,14.79,26,0,1.89,CN,1686337728
456,tazovsky,67.4667,78.7,2.68,65,57,2.82,RU,1686337728
457,arar,30.9753,41.0381,33.01,15,40,6.17,SA,1686337465
458,buka,40.8108,69.1986,26.45,34,100,2.99,UZ,1686337729
459,nyaunglebin,17.95,96.7333,24.81,92,100,1.59,MM,1686337729
460,federacion,-31.0062,-57.8996,24.77,58,71,3.26,AR,1686337729
461,vozhega,60.4725,40.2213,4.76,68,11,3.17,RU,1686337729
462,qamdo,31.1667,97.2333,2.17,93,100,3.38,CN,1686337729
463,porto novo,6.4965,2.6036,25.88,84,88,3.42,BJ,1686337729
464,acajutla,13.5928,-89.8275,30.38,68,71,3.81,SV,1686337730
465,makinsk,52.6292,70.4169,14.23,61,28,2.94,KZ,1686337730
466,burang,30.25,81.1667,3.86,80,11,0.47,CN,1686337730
467,doornsteeg,52.2305,5.4507,26.29,62,14,6.12,NL,1686337730
468,vojens,55.2464,9.306,17.99,63,0,5.14,DK,1686337730
469,burao,9.5221,45.5336,25.09,61,69,6.83,SO,1686337730
470,yung shue wan,22.2333,114.1167,29.26,84,100,0.45,HK,1686337731
471,krasnoarmeysk,51.0239,45.6969,17.79,62,37,3.13,RU,1686337731
472,moyobamba,-6.05,-76.9667,26.84,66,32,1.42,PE,1686337448
473,axim,4.8699,-2.2405,25.9,84,86,4.71,GH,1686337731
474,dunedin,-45.8742,170.5036,7.11,80,3,1.34,NZ,1686337731
475,kuusamo,65.9667,29.1833,7.02,57,0,2.06,FI,1686337731
476,guozhen,34.3659,107.359,23.24,34,68,2.44,CN,1686337731
477,enriquillo,17.9,-71.2333,31.82,63,6,4.01,DO,1686337732
478,gaigeturi,33.4644,126.3183,19.03,94,40,2.06,KR,1686337732
479,morehead city,34.7229,-76.726,27.01,62,0,3.6,US,1686337732
480,ouesso,1.6136,16.0517,20.65,98,100,0.36,CG,1686337732
481,painesville,41.7245,-81.2457,22.93,51,0,2.57,US,1686337732
482,dudinka,69.4058,86.1778,3.68,65,61,2.92,RU,1686337732
483,airway heights,47.6446,-117.5933,17.88,85,100,4.12,US,1686337733
484,carutapera,-1.195,-46.02,28.51,74,14,3.85,BR,1686337733
485,muisne,0.6,-80.0333,27.57,79,86,4.66,EC,1686337733
486,caracal,44.1167,24.35,19.55,55,14,1.5,RO,1686337733
487,jieshi,22.8134,115.8257,27.43,84,59,2.12,CN,1686337733
488,talara,-4.5772,-81.2719,28.42,65,20,6.69,PE,1686337733
489,scarborough,54.2797,-0.4044,12.03,84,16,1.79,GB,1686337507
490,diu,20.7141,70.9822,29.24,85,5,5.82,IN,1686337733
491,dedovichi,57.5517,29.9502,9.11,61,5,3.09,RU,1686337734
492,poltavka,54.3663,71.7632,14.7,74,84,2.85,RU,1686337734
493,natchitoches,31.7668,-93.1335,33.47,49,0,2.06,US,1686337734
494,kaiapoi,-43.3783,172.6401,8.94,95,100,0.0,NZ,1686337734
495,hasaki,35.7333,140.8333,20.22,92,100,5.14,JP,1686337734
496,tamandare,-8.7597,-35.1047,26.8,73,25,4.01,BR,1686337734
497,chissamba,-12.1667,17.3333,18.83,40,7,1.22,AO,1686337735
498,sainte-anne-des-monts,49.124,-66.4924,10.87,84,60,3.63,CA,1686337735
499,la quiaca,-22.1024,-65.593,19.81,4,0,1.52,AR,1686337735
500,colchani,-20.3,-66.9333,8.66,21,0,1.97,BO,1686337735
501,nanao,37.05,136.9667,17.95,97,95,1.94,JP,1686337735
502,kill devil hills,36.0307,-75.676,24.01,60,0,4.12,US,1686337736
503,orchomenos,38.4929,22.9796,22.98,49,58,1.32,GR,1686337736
504,northam,51.0333,-4.2167,19.58,79,100,6.37,GB,1686337736
505,ebon,4.582,168.6964,26.8,86,100,7.17,MH,1686337736
506,rampur,28.8167,79.0333,32.84,20,0,2.23,IN,1686337405
507,okha,53.5739,142.9478,7.62,86,29,3.58,RU,1686337737
508,caleta de carquin,-11.0925,-77.6267,23.4,69,11,5.62,PE,1686337737
509,yurgamysh,55.3714,64.4656,8.66,79,5,2.15,RU,1686337737
510,codrington,-38.2667,141.9667,9.26,86,100,5.32,AU,1686337737
511,belem de sao francisco,-8.7539,-38.9658,30.77,40,100,5.27,BR,1686337568
512,kibale,0.8,31.0667,17.87,82,100,1.22,UG,1686337737
513,kansipati,6.0011,121.2344,25.85,89,28,1.92,PH,1686337738
514,irkutsk,52.2978,104.2964,12.43,58,0,2.0,RU,1686337738
515,moanda,-1.5575,13.2178,23.1,90,100,0.45,GA,1686337738
516,taguatinga,-12.3857,-46.5711,34.05,27,72,2.06,BR,1686337738
517,fort mcmurray,56.7268,-111.381,27.66,28,19,1.66,CA,1686337738
518,preobrazheniye,42.9019,133.9064,11.56,96,71,1.29,RU,1686337738
519,la foa,-21.7108,165.8276,18.58,83,14,2.12,NC,1686337739
520,toccoa,34.5773,-83.3324,27.59,34,40,4.63,US,1686337654
521,inongo,-1.95,18.2667,20.91,96,100,2.58,CD,1686337739
522,chiang klang,19.2938,100.8617,23.7,99,100,0.42,TH,1686337739
523,mogadishu,2.0371,45.3438,26.14,88,100,7.21,SO,1686337739
524,greenwood,34.1668,-82.1165,27.26,37,0,2.06,US,1686337739
525,bam,29.106,58.357,26.65,33,2,3.29,IR,1686337739
526,wotho,10.1657,166.0102,27.69,82,99,8.25,MH,1686337740
527,undurkhaan,47.3194,110.6556,11.13,64,7,1.95,MN,1686337740
528,windsbach,49.2479,10.8265,22.54,52,0,3.09,DE,1686337740
529,benjamin aceval,-24.9667,-57.5667,31.08,54,0,3.16,PY,1686337740
530,carnarvon,-24.8667,113.6333,17.42,69,0,4.7,AU,1686337740
531,rongelap,11.1635,166.8941,27.74,81,100,7.88,MH,1686337740
532,rantoul,40.3084,-88.1559,26.69,24,0,0.0,US,1686337740
533,achit,56.7985,57.8994,8.76,69,6,1.42,RU,1686337741
534,iringa,-7.7667,35.7,13.72,90,40,2.84,TZ,1686337741
535,shantobe,52.4581,68.1839,14.04,69,79,2.52,KZ,1686337741
536,sanctuary point,-35.1114,150.629,10.18,59,0,3.91,AU,1686337741
537,jindabyne,-36.4167,148.6333,0.96,92,24,1.84,AU,1686337741
538,pocahontas,36.2615,-90.9712,27.95,35,0,2.57,US,1686337446
539,dzhalagash,45.0833,64.6667,23.48,25,0,4.51,KZ,1686337742
540,az zuwaytinah,30.9522,20.1202,21.77,76,0,7.05,LY,1686337743
541,kapuskasing,49.4169,-82.4331,26.9,23,6,2.43,CA,1686337743
542,jayapura,-2.5333,140.7,24.66,91,59,1.95,ID,1686337743
543,tangalle,6.024,80.7911,27.09,88,100,5.43,LK,1686337744
544,voinjama,8.4219,-9.7478,22.17,92,39,1.05,LR,1686337744
545,puerto leguizamo,-0.1934,-74.7819,27.1,88,40,0.28,CO,1686337744
546,tralee,52.2704,-9.7026,21.14,60,0,7.72,IE,1686337745
547,kruisfontein,-34.0033,24.7314,12.71,90,33,3.58,ZA,1686337745
548,amble,55.3333,-1.5833,11.84,80,100,3.09,GB,1686337745
549,mandan,46.8267,-100.8896,28.78,61,75,5.14,US,1686337421
550,fonte boa,-2.4959,-66.2662,27.99,92,68,1.08,BR,1686337745
551,rawai,7.7797,98.3253,26.06,77,100,3.75,TH,1686337746
552,tailai,46.3833,123.4,13.44,92,100,3.33,CN,1686337746
553,novodvinsk,64.4165,40.8122,3.97,80,49,4.09,RU,1686337625
554,pacific grove,36.6177,-121.9166,18.57,79,100,3.09,US,1686337746
555,bayindir,38.2174,27.6474,23.34,82,0,2.16,TR,1686337747
556,ubari,26.5921,12.7805,32.61,19,2,4.4,LY,1686337747
557,chania,35.5122,24.0156,21.78,78,20,3.6,GR,1686337747
558,leona vicario,20.9667,-87.1917,29.99,32,0,1.57,MX,1686337747
559,yaren,-0.5472,166.916,26.36,83,100,1.29,NR,1686337747
560,bathsheba,13.2167,-59.5167,31.34,74,40,5.66,BB,1686337602
561,igrim,63.1906,64.4162,7.16,65,38,2.59,RU,1686337748
562,kassala,15.451,36.4,35.68,27,93,5.76,SD,1686337748
563,iquique,-20.2208,-70.1431,20.02,70,10,3.37,CL,1686337279
564,thames,-37.1333,175.5333,6.98,92,6,2.31,NZ,1686337748
565,hilo,19.7297,-155.09,28.49,72,20,3.09,US,1686337676
566,mananjary,-21.2167,48.3333,21.99,89,17,2.5,MG,1686337749
567,port saint john's,-31.6229,29.5448,18.04,58,9,7.57,ZA,1686337749
568,stralsund,54.3091,13.0818,15.57,81,26,7.05,DE,1686337749
569,ambon,-3.6954,128.1814,28.82,79,40,3.09,ID,1686337749
570,amahai,-3.3333,128.9167,27.78,89,65,1.43,ID,1686337750
571,palikir - national government center,6.9248,158.1611,27.63,79,100,5.99,FM,1686337750
572,kiunga,-6.1219,141.2906,21.51,100,95,0.77,PG,1686337750
573,selizharovo,56.8519,33.4487,9.61,64,2,4.35,RU,1686337750
574,la sarre,48.8002,-79.1996,20.29,56,83,0.38,CA,1686337750
575,kristinehamn,59.3098,14.1081,18.31,41,3,3.03,SE,1686337750
576,turochak,52.2576,87.1224,16.47,97,90,1.5,RU,1686337750
